
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ sf_27c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ sf_27c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:19  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1408856134e+03	
1	1.5000000000e+00	2.0845657431e+03	
2	2.5000000000e+00	2.0542984351e+03	
3	3.5000000000e+00	1.9979634065e+03	
4	4.5000000000e+00	1.9937200615e+03	
5	5.5000000000e+00	1.9373853093e+03	
6	6.5000000000e+00	1.9071088429e+03	
7	7.5000000000e+00	1.8507588815e+03	
8	8.5000000000e+00	1.8722615852e+03	
9	9.5000000000e+00	1.8159281242e+03	
10	1.0500000000e+01	1.7856514481e+03	
11	1.1500000000e+01	1.7293026778e+03	
12	1.2500000000e+01	1.7250540215e+03	
13	1.3500000000e+01	1.6687055302e+03	
14	1.4500000000e+01	1.6384196704e+03	
15	1.5500000000e+01	1.5820558326e+03	
16	1.6500000000e+01	1.6293435182e+03	
17	1.7500000000e+01	1.5730134343e+03	
18	1.8500000000e+01	1.5427366428e+03	
19	1.9500000000e+01	1.4863910584e+03	
20	2.0500000000e+01	1.4821386514e+03	
21	2.1500000000e+01	1.4257933711e+03	
22	2.2500000000e+01	1.3955072429e+03	
23	2.3500000000e+01	1.3391463852e+03	
24	2.4500000000e+01	1.3606402089e+03	
25	2.5500000000e+01	1.3042965075e+03	
26	2.6500000000e+01	1.2740102105e+03	
27	2.7500000000e+01	1.2176508240e+03	
28	2.8500000000e+01	1.2133927707e+03	
29	2.9500000000e+01	1.1570337292e+03	
30	3.0500000000e+01	1.1267380562e+03	
31	3.1500000000e+01	1.0703632518e+03	
m_r_code0_ohm = 2.1408856134e+03
m_r_code31_ohm = 1.0703632518e+03
m_r_best_ohm = 1.4863910584e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 9.0726277018e-01
m_trim_step_pct = 3.2262859689e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

