
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ff_-40c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ ff_-40c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:15  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	1.7815532544e+03	
1	1.5000000000e+00	1.7269483245e+03	
2	2.5000000000e+00	1.7024840064e+03	
3	3.5000000000e+00	1.6478691607e+03	
4	4.5000000000e+00	1.6535582919e+03	
5	5.5000000000e+00	1.5989434651e+03	
6	6.5000000000e+00	1.5744743094e+03	
7	7.5000000000e+00	1.5198495456e+03	
8	8.5000000000e+00	1.5554918611e+03	
9	9.5000000000e+00	1.5008775780e+03	
10	1.0500000000e+01	1.4764083015e+03	
11	1.1500000000e+01	1.4217840023e+03	
12	1.2500000000e+01	1.4274725404e+03	
13	1.3500000000e+01	1.3728483144e+03	
14	1.4500000000e+01	1.3483741464e+03	
15	1.5500000000e+01	1.2937398240e+03	
16	1.6500000000e+01	1.3593730554e+03	
17	1.7500000000e+01	1.3047602060e+03	
18	1.8500000000e+01	1.2802908951e+03	
19	1.9500000000e+01	1.2256679142e+03	
20	2.0500000000e+01	1.2313549008e+03	
21	2.1500000000e+01	1.1767320143e+03	
22	2.2500000000e+01	1.1522577110e+03	
23	2.3500000000e+01	1.0976246251e+03	
24	2.4500000000e+01	1.1332675937e+03	
25	2.5500000000e+01	1.0786453057e+03	
26	2.6500000000e+01	1.0541709838e+03	
27	2.7500000000e+01	9.9953845202e+02	
28	2.8500000000e+01	1.0052247297e+03	
29	2.9500000000e+01	9.5059231754e+02	
30	3.0500000000e+01	9.2611298337e+02	
31	3.1500000000e+01	8.7147022991e+02	
m_r_code0_ohm = 1.7815532544e+03
m_r_code31_ohm = 8.7147022991e+02
m_r_best_ohm = 1.5008775780e+03
m_best_code = 9.0000000000e+00
m_best_err_pct = 5.8505200210e-02
m_trim_step_pct = 3.3687343426e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

