
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ss_-40c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ ss_-40c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:16  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.5712822699e+03	
1	1.5000000000e+00	2.5053985091e+03	
2	2.5000000000e+00	2.4687160184e+03	
3	3.5000000000e+00	2.4028130287e+03	
4	4.5000000000e+00	2.3953388409e+03	
5	5.5000000000e+00	2.3294365008e+03	
6	6.5000000000e+00	2.2927417976e+03	
7	7.5000000000e+00	2.2268201626e+03	
8	8.5000000000e+00	2.2482625727e+03	
9	9.5000000000e+00	2.1823625312e+03	
10	1.0500000000e+01	2.1456675042e+03	
11	1.1500000000e+01	2.0797480001e+03	
12	1.2500000000e+01	2.0722648128e+03	
13	1.3500000000e+01	2.0063461174e+03	
14	1.4500000000e+01	1.9696388065e+03	
15	1.5500000000e+01	1.9037006626e+03	
16	1.6500000000e+01	1.9541466231e+03	
17	1.7500000000e+01	1.8882519619e+03	
18	1.8500000000e+01	1.8515566285e+03	
19	1.9500000000e+01	1.7856422961e+03	
20	2.0500000000e+01	1.7781528540e+03	
21	2.1500000000e+01	1.7122393443e+03	
22	2.2500000000e+01	1.6755315599e+03	
23	2.3500000000e+01	1.6095982372e+03	
24	2.4500000000e+01	1.6310227416e+03	
25	2.5500000000e+01	1.5651120683e+03	
26	2.6500000000e+01	1.5284041441e+03	
27	2.7500000000e+01	1.4624735353e+03	
28	2.8500000000e+01	1.4549744098e+03	
29	2.9500000000e+01	1.3890449124e+03	
30	3.0500000000e+01	1.3523243775e+03	
31	3.1500000000e+01	1.2863747777e+03	
m_r_code0_ohm = 2.5712822699e+03
m_r_code31_ohm = 1.2863747777e+03
m_r_best_ohm = 1.5284041441e+03
m_best_code = 2.6000000000e+01
m_best_err_pct = 1.8936096086e+00
m_trim_step_pct = 3.2221269801e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

