
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ tt_27c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ tt_27c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:13  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1412668431e+03	
1	1.5000000000e+00	2.0853284563e+03	
2	2.5000000000e+00	2.0550847812e+03	
3	3.5000000000e+00	1.9991284980e+03	
4	4.5000000000e+00	1.9945299115e+03	
5	5.5000000000e+00	1.9385737883e+03	
6	6.5000000000e+00	1.9083192057e+03	
7	7.5000000000e+00	1.8523451474e+03	
8	8.5000000000e+00	1.8730952540e+03	
9	9.5000000000e+00	1.8171405816e+03	
10	1.0500000000e+01	1.7868857148e+03	
11	1.1500000000e+01	1.7309129456e+03	
12	1.2500000000e+01	1.7263079826e+03	
13	1.3500000000e+01	1.6703354959e+03	
14	1.4500000000e+01	1.6400696479e+03	
15	1.5500000000e+01	1.5840790399e+03	
16	1.6500000000e+01	1.6302080740e+03	
17	1.7500000000e+01	1.5742572728e+03	
18	1.8500000000e+01	1.5440022318e+03	
19	1.9500000000e+01	1.4880331108e+03	
20	2.0500000000e+01	1.4834236825e+03	
21	2.1500000000e+01	1.4274548426e+03	
22	2.2500000000e+01	1.3971886738e+03	
23	2.3500000000e+01	1.3412015047e+03	
24	2.4500000000e+01	1.3619409629e+03	
25	2.5500000000e+01	1.3059739115e+03	
26	2.6500000000e+01	1.2757075470e+03	
27	2.7500000000e+01	1.2197219600e+03	
28	2.8500000000e+01	1.2151057783e+03	
29	2.9500000000e+01	1.1591206600e+03	
30	3.0500000000e+01	1.1288430136e+03	
31	3.1500000000e+01	1.0728392621e+03	
m_r_code0_ohm = 2.1412668431e+03
m_r_code31_ohm = 1.0728392621e+03
m_r_best_ohm = 1.4880331108e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 7.9779261023e-01
m_trim_step_pct = 3.2125414364e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

