
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ tt_-40c_3.63v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ tt_-40c_3.63v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:13  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1761917599e+03	
1	1.5000000000e+00	2.1156940987e+03	
2	2.5000000000e+00	2.0851070695e+03	
3	3.5000000000e+00	2.0245973680e+03	
4	4.5000000000e+00	2.0239409497e+03	
5	5.5000000000e+00	1.9634315509e+03	
6	6.5000000000e+00	1.9328377044e+03	
7	7.5000000000e+00	1.8723161883e+03	
8	8.5000000000e+00	1.9013517972e+03	
9	9.5000000000e+00	1.8408434588e+03	
10	1.0500000000e+01	1.8102495151e+03	
11	1.1500000000e+01	1.7497290088e+03	
12	1.2500000000e+01	1.7490693755e+03	
13	1.3500000000e+01	1.6885491652e+03	
14	1.4500000000e+01	1.6579483886e+03	
15	1.5500000000e+01	1.5974159431e+03	
16	1.6500000000e+01	1.6562058406e+03	
17	1.7500000000e+01	1.5957001191e+03	
18	1.8500000000e+01	1.5651060898e+03	
19	1.9500000000e+01	1.5045880811e+03	
20	2.0500000000e+01	1.5039255819e+03	
21	2.1500000000e+01	1.4434079084e+03	
22	2.2500000000e+01	1.4128069499e+03	
23	2.3500000000e+01	1.3522768295e+03	
24	2.4500000000e+01	1.3813072056e+03	
25	2.5500000000e+01	1.3207907550e+03	
26	2.6500000000e+01	1.2901897396e+03	
27	2.7500000000e+01	1.2296608346e+03	
28	2.8500000000e+01	1.2289948826e+03	
29	2.9500000000e+01	1.1684663651e+03	
30	3.0500000000e+01	1.1378583200e+03	
31	3.1500000000e+01	1.0773172028e+03	
m_r_code0_ohm = 2.1761917599e+03
m_r_code31_ohm = 1.0773172028e+03
m_r_best_ohm = 1.5039255819e+03
m_best_code = 2.0000000000e+01
m_best_err_pct = 2.6170546224e-01
m_trim_step_pct = 3.2903555489e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

