
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ff_-40c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ ff_-40c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:14  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	1.7817616803e+03	
1	1.5000000000e+00	1.7273677632e+03	
2	2.5000000000e+00	1.7029131519e+03	
3	3.5000000000e+00	1.6485076753e+03	
4	4.5000000000e+00	1.6539977890e+03	
5	5.5000000000e+00	1.5995923266e+03	
6	6.5000000000e+00	1.5751320299e+03	
7	7.5000000000e+00	1.5207149454e+03	
8	8.5000000000e+00	1.5559423167e+03	
9	9.5000000000e+00	1.5015374194e+03	
10	1.0500000000e+01	1.4770770041e+03	
11	1.1500000000e+01	1.4226604396e+03	
12	1.2500000000e+01	1.4281498044e+03	
13	1.3500000000e+01	1.3737332641e+03	
14	1.4500000000e+01	1.3492671387e+03	
15	1.5500000000e+01	1.2948389608e+03	
16	1.6500000000e+01	1.3598376558e+03	
17	1.7500000000e+01	1.3054343820e+03	
18	1.8500000000e+01	1.2809738666e+03	
19	1.9500000000e+01	1.2265588135e+03	
20	2.0500000000e+01	1.2320463828e+03	
21	2.1500000000e+01	1.1776313921e+03	
22	2.2500000000e+01	1.1531650549e+03	
23	2.3500000000e+01	1.0987382056e+03	
24	2.4500000000e+01	1.1339663204e+03	
25	2.5500000000e+01	1.0795520079e+03	
26	2.6500000000e+01	1.0550856349e+03	
27	2.7500000000e+01	1.0006593876e+03	
28	2.8500000000e+01	1.0061461295e+03	
29	2.9500000000e+01	9.5171997854e+02	
30	3.0500000000e+01	9.2724775235e+02	
31	3.1500000000e+01	8.7280966817e+02	
m_r_code0_ohm = 1.7817616803e+03
m_r_code31_ohm = 8.7280966817e+02
m_r_best_ohm = 1.5015374194e+03
m_best_code = 9.0000000000e+00
m_best_err_pct = 1.0249462459e-01
m_trim_step_pct = 3.3593844934e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

