
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ss_-40c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ ss_-40c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:16  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.5716321017e+03	
1	1.5000000000e+00	2.5061326604e+03	
2	2.5000000000e+00	2.4694732019e+03	
3	3.5000000000e+00	2.4039505881e+03	
4	4.5000000000e+00	2.3961200014e+03	
5	5.5000000000e+00	2.3305980094e+03	
6	6.5000000000e+00	2.2939237145e+03	
7	7.5000000000e+00	2.2283785286e+03	
8	8.5000000000e+00	2.2490714379e+03	
9	9.5000000000e+00	2.1835520098e+03	
10	1.0500000000e+01	2.1468772610e+03	
11	1.1500000000e+01	2.0813345206e+03	
12	1.2500000000e+01	2.0734929126e+03	
13	1.3500000000e+01	2.0079510177e+03	
14	1.4500000000e+01	1.9712614158e+03	
15	1.5500000000e+01	1.9056961280e+03	
16	1.6500000000e+01	1.9549983239e+03	
17	1.7500000000e+01	1.8894851229e+03	
18	1.8500000000e+01	1.8528099260e+03	
19	1.9500000000e+01	1.7872730365e+03	
20	2.0500000000e+01	1.7794239305e+03	
21	2.1500000000e+01	1.7138879480e+03	
22	2.2500000000e+01	1.6771975929e+03	
23	2.3500000000e+01	1.6116379112e+03	
24	2.4500000000e+01	1.6323092901e+03	
25	2.5500000000e+01	1.5667766360e+03	
26	2.6500000000e+01	1.5300860258e+03	
27	2.7500000000e+01	1.4645294958e+03	
28	2.8500000000e+01	1.4566687489e+03	
29	2.9500000000e+01	1.3911133643e+03	
30	3.0500000000e+01	1.3544075467e+03	
31	3.1500000000e+01	1.2888282540e+03	
m_r_code0_ohm = 2.5716321017e+03
m_r_code31_ohm = 1.2888282540e+03
m_r_best_ohm = 1.5300860258e+03
m_best_code = 2.6000000000e+01
m_best_err_pct = 2.0057350539e+00
m_trim_step_pct = 3.2107279735e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

