
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ sf_125c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  5.00000e-01
No. of Data Rows : 32
* dplus-pullup-tolerance @ sf_125c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Sat Sep  5 11:51:20  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1130834616e+03	
1	1.5000000000e+00	2.0613958661e+03	
2	2.5000000000e+00	2.0312236859e+03	
3	3.5000000000e+00	1.9795217886e+03	
4	4.5000000000e+00	1.9707857789e+03	
5	5.5000000000e+00	1.9190840463e+03	
6	6.5000000000e+00	1.8889022872e+03	
7	7.5000000000e+00	1.8371861524e+03	
8	8.5000000000e+00	1.8495684211e+03	
9	9.5000000000e+00	1.7978681075e+03	
10	1.0500000000e+01	1.7676862076e+03	
11	1.1500000000e+01	1.7159713470e+03	
12	1.2500000000e+01	1.7072283604e+03	
13	1.3500000000e+01	1.6555137171e+03	
14	1.4500000000e+01	1.6253222407e+03	
15	1.5500000000e+01	1.5735929248e+03	
16	1.6500000000e+01	1.6071064669e+03	
17	1.7500000000e+01	1.5554097452e+03	
18	1.8500000000e+01	1.5252278128e+03	
19	1.9500000000e+01	1.4735163466e+03	
20	2.0500000000e+01	1.4647694612e+03	
21	2.1500000000e+01	1.4130582878e+03	
22	2.2500000000e+01	1.3828665980e+03	
23	2.3500000000e+01	1.3311405616e+03	
24	2.4500000000e+01	1.3435106646e+03	
25	2.5500000000e+01	1.2918010062e+03	
26	2.6500000000e+01	1.2616091456e+03	
27	2.7500000000e+01	1.2098846304e+03	
28	2.8500000000e+01	1.2011305071e+03	
29	2.9500000000e+01	1.1494062572e+03	
30	3.0500000000e+01	1.1192045678e+03	
31	3.1500000000e+01	1.0674653311e+03	
m_r_code0_ohm = 2.1130834616e+03
m_r_code31_ohm = 1.0674653311e+03
m_r_best_ohm = 1.5252278128e+03
m_best_code = 1.8000000000e+01
m_best_err_pct = 1.6818541876e+00
m_trim_step_pct = 3.1597857211e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

