
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ff_125c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ ff_125c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:10  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	1.7226779889e+03	
1	1.5000000000e+00	1.6767891848e+03	
2	2.5000000000e+00	1.6526704656e+03	
3	3.5000000000e+00	1.6067696897e+03	
4	4.5000000000e+00	1.6043422733e+03	
5	5.5000000000e+00	1.5584413928e+03	
6	6.5000000000e+00	1.5343156878e+03	
7	7.5000000000e+00	1.4884027673e+03	
8	8.5000000000e+00	1.5073852328e+03	
9	9.5000000000e+00	1.4614850087e+03	
10	1.0500000000e+01	1.4373591089e+03	
11	1.1500000000e+01	1.3914467867e+03	
12	1.2500000000e+01	1.3890162243e+03	
13	1.3500000000e+01	1.3431038146e+03	
14	1.4500000000e+01	1.3189708331e+03	
15	1.5500000000e+01	1.2730462394e+03	
16	1.6500000000e+01	1.3134207836e+03	
17	1.7500000000e+01	1.2675226180e+03	
18	1.8500000000e+01	1.2433966751e+03	
19	1.9500000000e+01	1.1974862632e+03	
20	2.0500000000e+01	1.1950534763e+03	
21	2.1500000000e+01	1.1491429954e+03	
22	2.2500000000e+01	1.1250099131e+03	
23	2.3500000000e+01	1.0790871258e+03	
24	2.4500000000e+01	1.0980658436e+03	
25	2.5500000000e+01	1.0521561189e+03	
26	2.6500000000e+01	1.0280228734e+03	
27	2.7500000000e+01	9.8210076717e+02	
28	2.8500000000e+01	9.7966470450e+02	
29	2.9500000000e+01	9.3374256533e+02	
30	3.0500000000e+01	9.0960208295e+02	
31	3.1500000000e+01	8.6366749933e+02	
m_r_code0_ohm = 1.7226779889e+03
m_r_code31_ohm = 8.6366749933e+02
m_r_best_ohm = 1.5073852328e+03
m_best_code = 8.0000000000e+00
m_best_err_pct = 4.9234885240e-01
m_trim_step_pct = 3.2084124753e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

