
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ fs_27c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ fs_27c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:11  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1412915563e+03	
1	1.5000000000e+00	2.0853762040e+03	
2	2.5000000000e+00	2.0551338808e+03	
3	3.5000000000e+00	1.9992005756e+03	
4	4.5000000000e+00	1.9945802457e+03	
5	5.5000000000e+00	1.9386470863e+03	
6	6.5000000000e+00	1.9083938357e+03	
7	7.5000000000e+00	1.8524426637e+03	
8	8.5000000000e+00	1.8731465970e+03	
9	9.5000000000e+00	1.8172149262e+03	
10	1.0500000000e+01	1.7869613554e+03	
11	1.1500000000e+01	1.7310115610e+03	
12	1.2500000000e+01	1.7263847719e+03	
13	1.3500000000e+01	1.6704352197e+03	
14	1.4500000000e+01	1.6401706334e+03	
15	1.5500000000e+01	1.5842028837e+03	
16	1.6500000000e+01	1.6302603551e+03	
17	1.7500000000e+01	1.5743325726e+03	
18	1.8500000000e+01	1.5440788362e+03	
19	1.9500000000e+01	1.4881326895e+03	
20	2.0500000000e+01	1.4835014583e+03	
21	2.1500000000e+01	1.4275555907e+03	
22	2.2500000000e+01	1.3972906799e+03	
23	2.3500000000e+01	1.3413263694e+03	
24	2.4500000000e+01	1.3620195987e+03	
25	2.5500000000e+01	1.3060755235e+03	
26	2.6500000000e+01	1.2758103928e+03	
27	2.7500000000e+01	1.2198477471e+03	
28	2.8500000000e+01	1.2152097248e+03	
29	2.9500000000e+01	1.1592474646e+03	
30	3.0500000000e+01	1.1289710594e+03	
31	3.1500000000e+01	1.0729901469e+03	
m_r_code0_ohm = 2.1412915563e+03
m_r_code31_ohm = 1.0729901469e+03
m_r_best_ohm = 1.4881326895e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 7.9115403542e-01
m_trim_step_pct = 3.2117103672e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

