
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ fs_125c_2.97v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ fs_125c_2.97v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:11  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1144080334e+03	
1	1.5000000000e+00	2.0639716534e+03	
2	2.5000000000e+00	2.0338991739e+03	
3	3.5000000000e+00	1.9834407086e+03	
4	4.5000000000e+00	1.9735556274e+03	
5	5.5000000000e+00	1.9230970276e+03	
6	6.5000000000e+00	1.8930095025e+03	
7	7.5000000000e+00	1.8425287225e+03	
8	8.5000000000e+00	1.8524274652e+03	
9	9.5000000000e+00	1.8019706330e+03	
10	1.0500000000e+01	1.7718825522e+03	
11	1.1500000000e+01	1.7214034034e+03	
12	1.2500000000e+01	1.7115069859e+03	
13	1.3500000000e+01	1.6610278174e+03	
14	1.4500000000e+01	1.6309245825e+03	
15	1.5500000000e+01	1.5804230371e+03	
16	1.6500000000e+01	1.6100723947e+03	
17	1.7500000000e+01	1.5596206426e+03	
18	1.8500000000e+01	1.5295323498e+03	
19	1.9500000000e+01	1.4790579879e+03	
20	2.0500000000e+01	1.4691555175e+03	
21	2.1500000000e+01	1.4186812039e+03	
22	2.2500000000e+01	1.3885775112e+03	
23	2.3500000000e+01	1.3380805046e+03	
24	2.4500000000e+01	1.3479594918e+03	
25	2.5500000000e+01	1.2974873375e+03	
26	2.6500000000e+01	1.2673832414e+03	
27	2.7500000000e+01	1.2168882511e+03	
28	2.8500000000e+01	1.2069739133e+03	
29	2.9500000000e+01	1.1564790781e+03	
30	3.0500000000e+01	1.1263594655e+03	
31	3.1500000000e+01	1.0758416932e+03	
m_r_code0_ohm = 2.1144080334e+03
m_r_code31_ohm = 1.0758416932e+03
m_r_best_ohm = 1.4790579879e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 1.3961341367e+00
m_trim_step_pct = 3.1140399393e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

