
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ fs_125c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ fs_125c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:11  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	2.1139201579e+03	
1	1.5000000000e+00	2.0630267999e+03	
2	2.5000000000e+00	2.0329152751e+03	
3	3.5000000000e+00	1.9820026919e+03	
4	4.5000000000e+00	1.9725346264e+03	
5	5.5000000000e+00	1.9216220716e+03	
6	6.5000000000e+00	1.8914976071e+03	
7	7.5000000000e+00	1.8405657497e+03	
8	8.5000000000e+00	1.8513714650e+03	
9	9.5000000000e+00	1.8004605678e+03	
10	1.0500000000e+01	1.7703357012e+03	
11	1.1500000000e+01	1.7194053867e+03	
12	1.2500000000e+01	1.7099276503e+03	
13	1.3500000000e+01	1.6589974506e+03	
14	1.4500000000e+01	1.6288595075e+03	
15	1.5500000000e+01	1.5779097956e+03	
16	1.6500000000e+01	1.6089746067e+03	
17	1.7500000000e+01	1.5580683141e+03	
18	1.8500000000e+01	1.5279433060e+03	
19	1.9500000000e+01	1.4770173269e+03	
20	2.0500000000e+01	1.4675343291e+03	
21	2.1500000000e+01	1.4166085063e+03	
22	2.2500000000e+01	1.3864702490e+03	
23	2.3500000000e+01	1.3355246400e+03	
24	2.4500000000e+01	1.3463134560e+03	
25	2.5500000000e+01	1.2953895986e+03	
26	2.6500000000e+01	1.2652510175e+03	
27	2.7500000000e+01	1.2143072589e+03	
28	2.8500000000e+01	1.2048141627e+03	
29	2.9500000000e+01	1.1538706432e+03	
30	3.0500000000e+01	1.1237186713e+03	
31	3.1500000000e+01	1.0727551300e+03	
m_r_code0_ohm = 2.1139201579e+03
m_r_code31_ohm = 1.0727551300e+03
m_r_best_ohm = 1.4770173269e+03
m_best_code = 1.9000000000e+01
m_best_err_pct = 1.5321782086e+00
m_trim_step_pct = 3.1308140786e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

