
Note: Compatibility modes selected: hs a


Circuit: * dplus-pullup-tolerance @ ff_27c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 32
* dplus-pullup-tolerance @ ff_27c_3.30v -- generated by sim/harness, do not edit
DC transfer characteristic  Mon Aug 17 13:36:10  2026
--------------------------------------------------------------------------------
Index   v-sweep         rvec            
--------------------------------------------------------------------------------
0	5.0000000000e-01	1.7495227152e+03	
1	1.5000000000e+00	1.6987874743e+03	
2	2.5000000000e+00	1.6745721659e+03	
3	3.5000000000e+00	1.6238259222e+03	
4	4.5000000000e+00	1.6261105763e+03	
5	5.5000000000e+00	1.5753643215e+03	
6	6.5000000000e+00	1.5511432346e+03	
7	7.5000000000e+00	1.5003859156e+03	
8	8.5000000000e+00	1.5289411995e+03	
9	9.5000000000e+00	1.4781955347e+03	
10	1.0500000000e+01	1.4539743190e+03	
11	1.1500000000e+01	1.4032175217e+03	
12	1.2500000000e+01	1.4055006898e+03	
13	1.3500000000e+01	1.3547439132e+03	
14	1.4500000000e+01	1.3305168591e+03	
15	1.5500000000e+01	1.2797488961e+03	
16	1.6500000000e+01	1.3345913700e+03	
17	1.7500000000e+01	1.2838473963e+03	
18	1.8500000000e+01	1.2596261284e+03	
19	1.9500000000e+01	1.2088709027e+03	
20	2.0500000000e+01	1.2111522321e+03	
21	2.1500000000e+01	1.1603970275e+03	
22	2.2500000000e+01	1.1361698642e+03	
23	2.3500000000e+01	1.0854033462e+03	
24	2.4500000000e+01	1.1139578413e+03	
25	2.5500000000e+01	1.0632033051e+03	
26	2.6500000000e+01	1.0389760324e+03	
27	2.7500000000e+01	9.8821012703e+02	
28	2.8500000000e+01	9.9048987111e+02	
29	2.9500000000e+01	9.3972402084e+02	
30	3.0500000000e+01	9.1549077403e+02	
31	3.1500000000e+01	8.6471348775e+02	
m_r_code0_ohm = 1.7495227152e+03
m_r_code31_ohm = 8.6471348775e+02
m_r_best_ohm = 1.5003859156e+03
m_best_code = 7.0000000000e+00
m_best_err_pct = 2.5727703956e-02
m_trim_step_pct = 3.3007734409e+00
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

